case_id,type,arity,n_distinct_roots,gt_roots,method,feature_set,top1,top5,hit@1,hit@3,hit@5,recall@R,fullhit@1,fullhit@3,fullhit@5,ndcg@1,ndcg@3,ndcg@5,avg@1,avg@3,avg@5,mrr
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,RCD_seed2,full,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,RCD_seed3,full,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,RCD_seed4,full,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,delta_ratio,full,checkout,checkout;inventory;backend;catalog;cart,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.38685280723454163,0.38685280723454163,0.0,0.5,0.5,0.2916666666666667
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,delta_z,full,inventory,inventory;backend;sasrec;host;checkout,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5384615384615384
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,BARO,resource,inventory,inventory;catalog-gw;checkout;order;search,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,RCD_seed0,resource,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,RCD_seed1,resource,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,RCD_seed2,resource,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,RCD_seed3,resource,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,RCD_seed4,resource,inventory,inventory,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,delta_ratio,resource,inventory,inventory;checkout;cart;host;user,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5555555555555556
mr2_cross_dependency-net_delay_x_inv_latency-k8s-v2-formal-r1-20260817155503,d07,dual,2,inventory;catalog-gw,delta_z,resource,inventory,inventory;sasrec;host;checkout;search,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5384615384615384
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,BARO,full,checkout,checkout;search;pricing;review-query;catalog,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23719771276929622,0.0,0.0,0.5,0.18333333333333335
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed0,full,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed1,full,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed2,full,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed3,full,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed4,full,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,delta_ratio,full,pricing,pricing;search;catalog;review-query;checkout,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.5,0.5,0.23809523809523808
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,delta_z,full,catalog,catalog;pricing;search;checkout;review-query,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.55
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,BARO,resource,catalog,catalog;catalog-gw;review-query;search;host,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.5,1.0,1.0,0.75
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed0,resource,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed1,resource,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed2,resource,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed3,resource,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,RCD_seed4,resource,catalog,catalog,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,delta_ratio,resource,catalog,catalog;pricing;search;host;checkout,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5454545454545454
mr3_cross_dependency-pod_failure_x_catalog_latency_x_cfg_timeout-k8s-v2-formal-r1-20260817161039,t04,dual,2,catalog;catalog-gw,delta_z,resource,catalog,catalog;host;sasrec;catalog-gw;review-query,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.6131471927654584,0.8772153153380493,0.5,0.5,1.0,0.625
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,BARO,full,checkout,checkout;pricing;catalog;cart;sasrec,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3065735963827292,0.3065735963827292,0.0,0.5,0.5,0.2121212121212121
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed0,full,review-query,review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed1,full,review-query,review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed2,full,order,order;review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed3,full,review-query,review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed4,full,order,order;review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,delta_ratio,full,pricing,pricing;catalog;checkout;review-query;cart,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.38685280723454163,0.38685280723454163,0.0,0.5,0.5,0.3055555555555556
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,delta_z,full,catalog,catalog;pricing;backend;checkout;user,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.6131471927654584,0.8503449055347546,0.5,0.5,1.0,0.6
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,BARO,resource,catalog,catalog;cart;inventory;pricing;search,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.6131471927654584,0.6131471927654584,0.5,0.5,0.5,0.5454545454545454
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed0,resource,order,order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed1,resource,review-query,review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed2,resource,backend,backend;review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed3,resource,order,order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,RCD_seed4,resource,review-query,review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,delta_ratio,resource,checkout,checkout;catalog;inventory;order;search,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,0.38685280723454163,0.38685280723454163,0.0,0.5,0.5,0.3333333333333333
mr2_intra_lif-dual_podfail_staggered-k8s-v2-formal-r1-20260817162352,d04,dual,2,catalog;user,delta_z,resource,catalog,catalog;backend;checkout;user;host,1.0,1.0,1.0,0.5,0.0,0.0,1.0,1.0,0.6131471927654584,0.8772153153380493,0.5,0.5,1.0,0.625
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,BARO,full,review-query,review-query;user;inventory;pricing;cart,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed0,full,review-query,review-query;order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed1,full,review-query,review-query;order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed2,full,search,search;sasrec,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed3,full,review-query,review-query;sasrec,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed4,full,pricing,pricing;cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,delta_ratio,full,review-query,review-query;catalog-gw;catalog;search;user,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,delta_z,full,review-query,review-query;order;pricing;sasrec;host,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,BARO,resource,review-query,review-query;pricing;cart;checkout;inventory,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed0,resource,catalog-gw,catalog-gw;order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed1,resource,search,search;inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed2,resource,pricing,pricing;checkout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed3,resource,inventory,inventory;search,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,RCD_seed4,resource,catalog,catalog;review-query,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,0.5
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,delta_ratio,resource,review-query,review-query;catalog-gw;catalog;order;host,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817162714,s16,single,1,review-query,delta_z,resource,review-query,review-query;order;pricing;sasrec;host,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,BARO,full,checkout,checkout;cart;search;host;pricing,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,0.5
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed0,full,backend,backend;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed1,full,review-query,review-query,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed2,full,order,order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed3,full,cart,cart;checkout,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed4,full,catalog-gw,catalog-gw;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,delta_ratio,full,cart,cart;host;catalog-gw;inventory;checkout,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,delta_z,full,cart,cart;order;catalog-gw;review-query;search,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,BARO,resource,cart,cart;host;pricing;user;checkout,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed0,resource,review-query,review-query;catalog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed1,resource,backend,backend;order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed2,resource,review-query,review-query;search,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed3,resource,sasrec,sasrec;catalog,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,RCD_seed4,resource,sasrec,sasrec;order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,delta_ratio,resource,cart,cart;host;catalog-gw;catalog;inventory,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817162954,s10,single,1,cart,delta_z,resource,cart,cart;order;catalog-gw;review-query;search,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,BARO,full,backend,backend;pricing;review-query;catalog;checkout,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.43067655807339306,0.0,0.0,1.0,0.25
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed0,full,user,user;catalog-gw,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed1,full,catalog-gw,catalog-gw;user,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed2,full,inventory,inventory;user;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed3,full,cart,cart;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed4,full,order,order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,delta_ratio,full,catalog,catalog;pricing;host;review-query;search,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,delta_z,full,backend,backend;pricing;catalog;checkout;cart,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.5,0.5,0.0,1.0,1.0,0.3333333333333333
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,BARO,resource,backend,backend;catalog;host;order;cart,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,0.5
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed0,resource,user,user,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed1,resource,backend,backend;cart;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed2,resource,pricing,pricing;order,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed3,resource,order,order;backend,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,RCD_seed4,resource,pricing,pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,delta_ratio,resource,catalog,catalog;host;checkout;cart;pricing,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_res-service_cpu_single-k8s-v2-formal-r1-20260817163308,s04,single,1,catalog,delta_z,resource,catalog,catalog;checkout;cart;user;inventory,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817163636,s03,single,1,catalog,BARO,full,checkout,checkout;pricing;review-query;search;cart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817163636,s03,single,1,catalog,RCD_seed0,full,checkout,checkout;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817163636,s03,single,1,catalog,RCD_seed1,full,catalog,catalog;order,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817163636,s03,single,1,catalog,RCD_seed2,full,catalog,catalog;pricing,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817163636,s03,single,1,catalog,RCD_seed3,full,pricing,pricing;checkout,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817163636,s03,single,1,catalog,RCD_seed4,full,checkout,checkout;pricing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
mr1_single_lif-pod_failure_single-k8s-v2-formal-r1-20260817163636,s03,single,1,catalog,delta_ratio,full,pricing,pricing;catalog;checkout;user;catalog-gw,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.6309297535714575,0.6309297535714575,0.0,1.0,1.0,0.5
